col:taxonID	col:gazetteer	col:area
urn:lsid:nmbe.ch:spidersp:004021	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:006732	text	Venezuela
urn:lsid:nmbe.ch:spidersp:050152	text	Argentina
urn:lsid:nmbe.ch:spidersp:031441	text	India
urn:lsid:nmbe.ch:spidersp:049689	text	Taiwan
urn:lsid:nmbe.ch:spidersp:007820	text	Cape Verde Is. to Libya, Turkey, Jordan, Kazakhstan, Iran, Central Asia
urn:lsid:nmbe.ch:spidersp:036384	text	North America, Bahama Is.
urn:lsid:nmbe.ch:spidersp:043284	text	Vietnam
urn:lsid:nmbe.ch:spidersp:039071	text	China, Taiwan
urn:lsid:nmbe.ch:spidersp:023885	text	USA, Mexico, Caribbean
urn:lsid:nmbe.ch:spidersp:012321	text	Mongolia
urn:lsid:nmbe.ch:spidersp:044541	text	Nigeria
urn:lsid:nmbe.ch:spidersp:022797	text	Japan (Ryukyu Is.)
urn:lsid:nmbe.ch:spidersp:025052	text	USA
urn:lsid:nmbe.ch:spidersp:027595	text	Turkmenistan
urn:lsid:nmbe.ch:spidersp:040851	text	China
urn:lsid:nmbe.ch:spidersp:020250	text	Argentina
urn:lsid:nmbe.ch:spidersp:046086	text	Falkland Is.
urn:lsid:nmbe.ch:spidersp:017123	text	Brazil, Paraguay, Argentina
urn:lsid:nmbe.ch:spidersp:041743	text	China
urn:lsid:nmbe.ch:spidersp:049373	text	Mexico
urn:lsid:nmbe.ch:spidersp:034643	text	Panama
urn:lsid:nmbe.ch:spidersp:033186	text	Argentina
urn:lsid:nmbe.ch:spidersp:029972	text	South Africa
urn:lsid:nmbe.ch:spidersp:028660	text	USA, Greater Antilles
urn:lsid:nmbe.ch:spidersp:003530	text	Brazil
urn:lsid:nmbe.ch:spidersp:035951	text	Jamaica
urn:lsid:nmbe.ch:spidersp:052495	text	Indonesia (Borneo)
urn:lsid:nmbe.ch:spidersp:031011	text	Madagascar
urn:lsid:nmbe.ch:spidersp:050502	text	Peru
urn:lsid:nmbe.ch:spidersp:006362	text	New Guinea
urn:lsid:nmbe.ch:spidersp:009097	text	Japan
urn:lsid:nmbe.ch:spidersp:013863	text	Indonesia (Sumatra) to New Guinea
urn:lsid:nmbe.ch:spidersp:025402	text	India
urn:lsid:nmbe.ch:spidersp:044111	text	Bulgaria, Turkey
urn:lsid:nmbe.ch:spidersp:012771	text	Japan
urn:lsid:nmbe.ch:spidersp:039421	text	USA
urn:lsid:nmbe.ch:spidersp:017089	text	Philippines
urn:lsid:nmbe.ch:spidersp:041313	text	Japan
urn:lsid:nmbe.ch:spidersp:017573	text	China, Korea, Japan
urn:lsid:nmbe.ch:spidersp:020600	text	Brazil
urn:lsid:nmbe.ch:spidersp:003160	text	Indonesia (Java)
urn:lsid:nmbe.ch:spidersp:028230	text	USA
urn:lsid:nmbe.ch:spidersp:019994	text	Guinea-Bissau
urn:lsid:nmbe.ch:spidersp:006698	text	Mexico
urn:lsid:nmbe.ch:spidersp:048831	text	China
urn:lsid:nmbe.ch:spidersp:034213	text	Venezuela
urn:lsid:nmbe.ch:spidersp:049723	text	India
urn:lsid:nmbe.ch:spidersp:018686	text	Southern Australia
urn:lsid:nmbe.ch:spidersp:051743	text	Belize
urn:lsid:nmbe.ch:spidersp:007123	text	Equatorial Guinea
urn:lsid:nmbe.ch:spidersp:037595	text	Japan
urn:lsid:nmbe.ch:spidersp:050851	text	Singapore
urn:lsid:nmbe.ch:spidersp:030250	text	Madagascar
urn:lsid:nmbe.ch:spidersp:048098	text	French Guiana
urn:lsid:nmbe.ch:spidersp:045350	text	New Guinea
urn:lsid:nmbe.ch:spidersp:013530	text	Venezuela
urn:lsid:nmbe.ch:spidersp:038660	text	Russia (South Siberia)
urn:lsid:nmbe.ch:spidersp:025951	text	Malaysia, Singapore, Indonesia (Borneo)
urn:lsid:nmbe.ch:spidersp:042495	text	Burundi
urn:lsid:nmbe.ch:spidersp:024643	text	China
urn:lsid:nmbe.ch:spidersp:039972	text	Brazil, Argentina
urn:lsid:nmbe.ch:spidersp:023186	text	Portugal to France
urn:lsid:nmbe.ch:spidersp:021441	text	Korea
urn:lsid:nmbe.ch:spidersp:046985	text	Ecuador (Galapagos Is.)
urn:lsid:nmbe.ch:spidersp:017820	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:026384	text	Southern Australia
urn:lsid:nmbe.ch:spidersp:040152	text	India
urn:lsid:nmbe.ch:spidersp:016732	text	India
urn:lsid:nmbe.ch:spidersp:047697	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:032797	text	New Guinea
urn:lsid:nmbe.ch:spidersp:035052	text	Papua New Guinea (New Ireland)
urn:lsid:nmbe.ch:spidersp:048562	text	China
urn:lsid:nmbe.ch:spidersp:053284	text	Mexico
urn:lsid:nmbe.ch:spidersp:033885	text	Jamaica
urn:lsid:nmbe.ch:spidersp:029071	text	Namibia
urn:lsid:nmbe.ch:spidersp:030600	text	Mexico to Colombia
urn:lsid:nmbe.ch:spidersp:031912	text	China
urn:lsid:nmbe.ch:spidersp:007573	text	Europe, North Africa, Turkey, Caucasus, Russia (Europe) to Tajikistan, Iran, China
urn:lsid:nmbe.ch:spidersp:051313	text	Chile
urn:lsid:nmbe.ch:spidersp:024213	text	USA
urn:lsid:nmbe.ch:spidersp:044812	text	Laos
urn:lsid:nmbe.ch:spidersp:008686	text	China (Hainan)
urn:lsid:nmbe.ch:spidersp:038230	text	Tanzania
urn:lsid:nmbe.ch:spidersp:009994	text	China, Korea
urn:lsid:nmbe.ch:spidersp:013160	text	West, Central, East Africa
urn:lsid:nmbe.ch:spidersp:045700	text	Mexico
urn:lsid:nmbe.ch:spidersp:016698	text	Congo
urn:lsid:nmbe.ch:spidersp:016362	text	Argentina
urn:lsid:nmbe.ch:spidersp:040502	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:021011	text	New Zealand
urn:lsid:nmbe.ch:spidersp:029421	text	Sri Lanka, Indonesia (Ambon), New Guinea
urn:lsid:nmbe.ch:spidersp:002771	text	Argentina
urn:lsid:nmbe.ch:spidersp:007089	text	Japan, Korea?
urn:lsid:nmbe.ch:spidersp:003863	text	Cameroon
urn:lsid:nmbe.ch:spidersp:019097	text	Senegal
urn:lsid:nmbe.ch:spidersp:048132	text	Argentina
urn:lsid:nmbe.ch:spidersp:035402	text	Costa Rica to Paraguay
urn:lsid:nmbe.ch:spidersp:017965	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:023539	text	Australia (Victoria)
urn:lsid:nmbe.ch:spidersp:008669	text	Mexico
urn:lsid:nmbe.ch:spidersp:021504	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:015958	text	Brazil
urn:lsid:nmbe.ch:spidersp:016677	text	Mali
urn:lsid:nmbe.ch:spidersp:040017	text	Bangladesh
urn:lsid:nmbe.ch:spidersp:048427	text	China
urn:lsid:nmbe.ch:spidersp:019582	text	Cameroon
urn:lsid:nmbe.ch:spidersp:029134	text	Costa Rica
urn:lsid:nmbe.ch:spidersp:002264	text	Colombia, Brazil
urn:lsid:nmbe.ch:spidersp:000259	text	Chile
urn:lsid:nmbe.ch:spidersp:007066	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:051606	text	Bangladesh
urn:lsid:nmbe.ch:spidersp:030315	text	Australia (Queensland, New South Wales, Victoria)
urn:lsid:nmbe.ch:spidersp:052929	text	Chile
urn:lsid:nmbe.ch:spidersp:050914	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:032328	text	Brazil
urn:lsid:nmbe.ch:spidersp:019078	text	Ukraine, Caucasus (Russia, Georgia)
urn:lsid:nmbe.ch:spidersp:025814	text	Ivory Coast
urn:lsid:nmbe.ch:spidersp:011448	text	Europe, Turkey, Caucasus, Russia (Europe to Far East), Iran, Kazakhstan, China. Introduced to Canada, USA
urn:lsid:nmbe.ch:spidersp:047228	text	Brazil
urn:lsid:nmbe.ch:spidersp:038725	text	Mexico
urn:lsid:nmbe.ch:spidersp:013475	text	Colombia
urn:lsid:nmbe.ch:spidersp:045215	text	Thailand
urn:lsid:nmbe.ch:spidersp:027829	text	India
urn:lsid:nmbe.ch:spidersp:008393	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:039837	text	Tanzania
urn:lsid:nmbe.ch:spidersp:024706	text	Philippines
urn:lsid:nmbe.ch:spidersp:047382	text	China
urn:lsid:nmbe.ch:spidersp:027983	text	Kenya
urn:lsid:nmbe.ch:spidersp:040447	text	Chile
urn:lsid:nmbe.ch:spidersp:016227	text	USA
urn:lsid:nmbe.ch:spidersp:026691	text	Cape Verde Is.
urn:lsid:nmbe.ch:spidersp:008239	text	Brazil
urn:lsid:nmbe.ch:spidersp:023169	text	South Africa
urn:lsid:nmbe.ch:spidersp:021154	text	New Zealand
urn:lsid:nmbe.ch:spidersp:002634	text	China
urn:lsid:nmbe.ch:spidersp:029564	text	Malaysia
urn:lsid:nmbe.ch:spidersp:053791	text	Oman
urn:lsid:nmbe.ch:spidersp:000609	text	USA
urn:lsid:nmbe.ch:spidersp:035547	text	India
urn:lsid:nmbe.ch:spidersp:052883	text	Madagascar
urn:lsid:nmbe.ch:spidersp:048077	text	India
urn:lsid:nmbe.ch:spidersp:003926	text	China
urn:lsid:nmbe.ch:spidersp:030745	text	China
urn:lsid:nmbe.ch:spidersp:037080	text	India
urn:lsid:nmbe.ch:spidersp:019428	text	Bhutan
urn:lsid:nmbe.ch:spidersp:032778	text	Costa Rica, Panama
urn:lsid:nmbe.ch:spidersp:051256	text	Nepal
urn:lsid:nmbe.ch:spidersp:007436	text	China, Taiwan, Japan, Ryukyu Is.
urn:lsid:nmbe.ch:spidersp:031857	text	China
urn:lsid:nmbe.ch:spidersp:023493	text	Ecuador
urn:lsid:nmbe.ch:spidersp:044957	text	Spain
urn:lsid:nmbe.ch:spidersp:042180	text	Fiji
urn:lsid:nmbe.ch:spidersp:047678	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:011018	text	New Zealand
urn:lsid:nmbe.ch:spidersp:045645	text	USA
urn:lsid:nmbe.ch:spidersp:013025	text	Italy
urn:lsid:nmbe.ch:spidersp:038375	text	Mexico
urn:lsid:nmbe.ch:spidersp:020315	text	Australia
urn:lsid:nmbe.ch:spidersp:042929	text	Greece
urn:lsid:nmbe.ch:spidersp:040914	text	China
urn:lsid:nmbe.ch:spidersp:009078	text	Brazil
urn:lsid:nmbe.ch:spidersp:022328	text	Philippines
urn:lsid:nmbe.ch:spidersp:041606	text	USA
urn:lsid:nmbe.ch:spidersp:017066	text	Western Mediterranean
urn:lsid:nmbe.ch:spidersp:018393	text	El Salvador, Costa Rica
urn:lsid:nmbe.ch:spidersp:029837	text	Tajikistan
urn:lsid:nmbe.ch:spidersp:034706	text	West Africa
urn:lsid:nmbe.ch:spidersp:049236	text	Bolivia, Peru, Brazil, Paraguay
urn:lsid:nmbe.ch:spidersp:035814	text	Vietnam
urn:lsid:nmbe.ch:spidersp:001448	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:003475	text	Brazil
urn:lsid:nmbe.ch:spidersp:028725	text	Indonesia (Moluccas)
urn:lsid:nmbe.ch:spidersp:050017	text	Turkey
urn:lsid:nmbe.ch:spidersp:006677	text	USA
urn:lsid:nmbe.ch:spidersp:007965	text	USA
urn:lsid:nmbe.ch:spidersp:018669	text	China, Japan
urn:lsid:nmbe.ch:spidersp:033539	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:031504	text	India
urn:lsid:nmbe.ch:spidersp:005958	text	Algeria
urn:lsid:nmbe.ch:spidersp:044404	text	Cape Verde Is.
urn:lsid:nmbe.ch:spidersp:012264	text	Canary Is., Mediterranean
urn:lsid:nmbe.ch:spidersp:039134	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:046439	text	Peru
urn:lsid:nmbe.ch:spidersp:010259	text	Tanzania
urn:lsid:nmbe.ch:spidersp:025117	text	Ecuador
urn:lsid:nmbe.ch:spidersp:009582	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:041256	text	Yemen
urn:lsid:nmbe.ch:spidersp:021857	text	USA
urn:lsid:nmbe.ch:spidersp:046593	text	Senegal, Yemen
urn:lsid:nmbe.ch:spidersp:020745	text	Brazil
urn:lsid:nmbe.ch:spidersp:027080	text	China
urn:lsid:nmbe.ch:spidersp:022778	text	Japan
urn:lsid:nmbe.ch:spidersp:009428	text	Sweden
urn:lsid:nmbe.ch:spidersp:052180	text	Russia (Far East)
urn:lsid:nmbe.ch:spidersp:048974	text	Spain (Majorca)
urn:lsid:nmbe.ch:spidersp:001018	text	South Africa
urn:lsid:nmbe.ch:spidersp:028375	text	Pakistan to Indonesia (Borneo) and Australia
urn:lsid:nmbe.ch:spidersp:003025	text	France
urn:lsid:nmbe.ch:spidersp:033493	text	Bolivia, Argentina
urn:lsid:nmbe.ch:spidersp:049666	text	Papua New Guinea
urn:lsid:nmbe.ch:spidersp:034356	text	Brazil, Argentina
urn:lsid:nmbe.ch:spidersp:036691	text	Yemen
urn:lsid:nmbe.ch:spidersp:033169	text	Madagascar
urn:lsid:nmbe.ch:spidersp:018239	text	Brazil, Uruguay, Paraguay, Argentina
urn:lsid:nmbe.ch:spidersp:031154	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:037983	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:006227	text	Europe, Turkey, Caucasus
urn:lsid:nmbe.ch:spidersp:050447	text	Mexico
urn:lsid:nmbe.ch:spidersp:025547	text	South Africa
urn:lsid:nmbe.ch:spidersp:042883	text	Philippines
urn:lsid:nmbe.ch:spidersp:013926	text	Central Asia
urn:lsid:nmbe.ch:spidersp:022282	text	USA
urn:lsid:nmbe.ch:spidersp:039564	text	Japan
urn:lsid:nmbe.ch:spidersp:012634	text	Spain, France, Germany, Switzerland, Austria, Italy
urn:lsid:nmbe.ch:spidersp:044054	text	South Africa, Lesotho
urn:lsid:nmbe.ch:spidersp:043791	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:010609	text	USA
urn:lsid:nmbe.ch:spidersp:046069	text	China
urn:lsid:nmbe.ch:spidersp:051485	text	China
urn:lsid:nmbe.ch:spidersp:036941	text	China
urn:lsid:nmbe.ch:spidersp:000520	text	Taiwan
urn:lsid:nmbe.ch:spidersp:030196	text	Guyana
urn:lsid:nmbe.ch:spidersp:037653	text	Hawaii
urn:lsid:nmbe.ch:spidersp:014133	text	New Guinea
urn:lsid:nmbe.ch:spidersp:042753	text	Hispaniola
urn:lsid:nmbe.ch:spidersp:045096	text	Brazil
urn:lsid:nmbe.ch:spidersp:008110	text	Russia (Middle Siberia)
urn:lsid:nmbe.ch:spidersp:023240	text	Australia (Western Australia, South Australia)
urn:lsid:nmbe.ch:spidersp:043841	text	Brazil
urn:lsid:nmbe.ch:spidersp:024585	text	Taiwan, Japan (Ryukyu Is.)
urn:lsid:nmbe.ch:spidersp:026042	text	Spain
urn:lsid:nmbe.ch:spidersp:021787	text	New Zealand
urn:lsid:nmbe.ch:spidersp:011331	text	USA
urn:lsid:nmbe.ch:spidersp:047551	text	Peru
urn:lsid:nmbe.ch:spidersp:020895	text	Vietnam
urn:lsid:nmbe.ch:spidersp:040294	text	Thailand
urn:lsid:nmbe.ch:spidersp:035394	text	Brazil, French Guiana
urn:lsid:nmbe.ch:spidersp:004830	text	East Africa
urn:lsid:nmbe.ch:spidersp:019701	text	China, Taiwan, Japan
urn:lsid:nmbe.ch:spidersp:032451	text	Indonesia (Aru Is.)
urn:lsid:nmbe.ch:spidersp:018813	text	Japan, Korea
urn:lsid:nmbe.ch:spidersp:005722	text	Chile, Argentina
urn:lsid:nmbe.ch:spidersp:053142	text	China
urn:lsid:nmbe.ch:spidersp:037203	text	Congo
urn:lsid:nmbe.ch:spidersp:005688	text	USA
urn:lsid:nmbe.ch:spidersp:000170	text	New Zealand
urn:lsid:nmbe.ch:spidersp:023610	text	Mexico to Venezuela, Caribbean
urn:lsid:nmbe.ch:spidersp:008540	text	USA, Mexico, Jamaica. Introduced to Galapagos Is.
urn:lsid:nmbe.ch:spidersp:042303	text	Israel
urn:lsid:nmbe.ch:spidersp:014563	text	Colombia, Brazil
urn:lsid:nmbe.ch:spidersp:022902	text	China
urn:lsid:nmbe.ch:spidersp:014099	text	Australia (Tasmania)
urn:lsid:nmbe.ch:spidersp:047101	text	Malaysia (Borneo)
urn:lsid:nmbe.ch:spidersp:011761	text	New Zealand
urn:lsid:nmbe.ch:spidersp:026412	text	Australia (Queensland, New South Wales)
urn:lsid:nmbe.ch:spidersp:010873	text	Sweden, Czechia
urn:lsid:nmbe.ch:spidersp:053512	text	China
urn:lsid:nmbe.ch:spidersp:005372	text	Australia (Tasmania)
urn:lsid:nmbe.ch:spidersp:032001	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:019351	text	Indonesia (Java)
urn:lsid:nmbe.ch:spidersp:001331	text	Argentina
urn:lsid:nmbe.ch:spidersp:050294	text	Australia (Western Australia)
urn:lsid:nmbe.ch:spidersp:036042	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:031787	text	Nepal, China
urn:lsid:nmbe.ch:spidersp:008813	text	Ecuador, Peru
urn:lsid:nmbe.ch:spidersp:044687	text	China
urn:lsid:nmbe.ch:spidersp:043142	text	Panama
urn:lsid:nmbe.ch:spidersp:015722	text	Tanzania
urn:lsid:nmbe.ch:spidersp:025394	text	India
urn:lsid:nmbe.ch:spidersp:014830	text	Mexico
urn:lsid:nmbe.ch:spidersp:045995	text	USA
urn:lsid:nmbe.ch:spidersp:022451	text	Morocco
urn:lsid:nmbe.ch:spidersp:009701	text	Chile
urn:lsid:nmbe.ch:spidersp:020196	text	South Africa
urn:lsid:nmbe.ch:spidersp:027653	text	South Africa
urn:lsid:nmbe.ch:spidersp:041485	text	Venezuela, French Guiana
urn:lsid:nmbe.ch:spidersp:026941	text	Ethiopia
urn:lsid:nmbe.ch:spidersp:046340	text	Australia (Northern Territory)
urn:lsid:nmbe.ch:spidersp:033240	text	Mexico
urn:lsid:nmbe.ch:spidersp:018110	text	Botswana
urn:lsid:nmbe.ch:spidersp:034585	text	Namibia
urn:lsid:nmbe.ch:spidersp:052753	text	Colombia
urn:lsid:nmbe.ch:spidersp:004133	text	Indonesia (Sulawesi)
urn:lsid:nmbe.ch:spidersp:036412	text	China
urn:lsid:nmbe.ch:spidersp:000873	text	Ecuador
urn:lsid:nmbe.ch:spidersp:004099	text	Indonesia (Sumatra)
urn:lsid:nmbe.ch:spidersp:001761	text	USA
urn:lsid:nmbe.ch:spidersp:009351	text	Europe, Russia (Europe to Far East), China
urn:lsid:nmbe.ch:spidersp:022001	text	USA
urn:lsid:nmbe.ch:spidersp:015372	text	USA
urn:lsid:nmbe.ch:spidersp:043512	text	Bhutan
urn:lsid:nmbe.ch:spidersp:015688	text	Mexico
urn:lsid:nmbe.ch:spidersp:010170	text	Colombia
urn:lsid:nmbe.ch:spidersp:046710	text	China
urn:lsid:nmbe.ch:spidersp:047802	text	Paraguay
urn:lsid:nmbe.ch:spidersp:027203	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:004563	text	Turkmenistan
urn:lsid:nmbe.ch:spidersp:052303	text	Croatia
urn:lsid:nmbe.ch:spidersp:032902	text	Central America
urn:lsid:nmbe.ch:spidersp:018540	text	China, Korea, Japan
urn:lsid:nmbe.ch:spidersp:033610	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:027716	text	India
urn:lsid:nmbe.ch:spidersp:024839	text	Australia (Lord Howe Is.)
urn:lsid:nmbe.ch:spidersp:010465	text	Ecuador (Galapagos Is.)
urn:lsid:nmbe.ch:spidersp:046205	text	China
urn:lsid:nmbe.ch:spidersp:012458	text	New Zealand
urn:lsid:nmbe.ch:spidersp:044238	text	Borneo
urn:lsid:nmbe.ch:spidersp:039708	text	Seychelles (Aldabra), Comoros
urn:lsid:nmbe.ch:spidersp:026804	text	Jamaica
urn:lsid:nmbe.ch:spidersp:031338	text	New Zealand
urn:lsid:nmbe.ch:spidersp:053904	text	China
urn:lsid:nmbe.ch:spidersp:051939	text	Vietnam
urn:lsid:nmbe.ch:spidersp:018055	text	Eritrea
urn:lsid:nmbe.ch:spidersp:033305	text	Nepal, China
urn:lsid:nmbe.ch:spidersp:004076	text	Colombia, Venezuela
urn:lsid:nmbe.ch:spidersp:052616	text	Dominican Rep.
urn:lsid:nmbe.ch:spidersp:003249	text	Ecuador (Galapagos Is.)
urn:lsid:nmbe.ch:spidersp:001274	text	China
urn:lsid:nmbe.ch:spidersp:036107	text	Colombia, French Guiana, Brazil
urn:lsid:nmbe.ch:spidersp:015667	text	China, Japan
urn:lsid:nmbe.ch:spidersp:043007	text	Australia (Lord Howe Is.)
urn:lsid:nmbe.ch:spidersp:008956	text	Panama, Colombia, Venezuela, French Guiana, Ecuador, Peru, Bolivia, Brazil
urn:lsid:nmbe.ch:spidersp:009644	text	Philippines
urn:lsid:nmbe.ch:spidersp:022514	text	East Africa
urn:lsid:nmbe.ch:spidersp:020529	text	Brazil, Bolivia, Paraguay, Argentina
urn:lsid:nmbe.ch:spidersp:014975	text	Ghana, Thailand
urn:lsid:nmbe.ch:spidersp:046655	text	Costa Rica
urn:lsid:nmbe.ch:spidersp:010035	text	USA, Canada
urn:lsid:nmbe.ch:spidersp:039358	text	Australia (Queensland)
urn:lsid:nmbe.ch:spidersp:044668	text	Madagascar
urn:lsid:nmbe.ch:spidersp:012008	text	Greenland, Europe, Caucasus, Russia (Europe to South Siberia), Iran
urn:lsid:nmbe.ch:spidersp:041190	text	India
urn:lsid:nmbe.ch:spidersp:047947	text	Tanzania
urn:lsid:nmbe.ch:spidersp:032847	text	Hispaniola
urn:lsid:nmbe.ch:spidersp:052246	text	Sri Lanka
urn:lsid:nmbe.ch:spidersp:004426	text	Italy
urn:lsid:nmbe.ch:spidersp:031768	text	Gabon, Guinea, South Africa, Madagascar
urn:lsid:nmbe.ch:spidersp:034090	text	Japan
urn:lsid:nmbe.ch:spidersp:033755	text	Central, West Africa
urn:lsid:nmbe.ch:spidersp:031292	text	East Africa
urn:lsid:nmbe.ch:spidersp:000936	text	Chile
urn:lsid:nmbe.ch:spidersp:051893	text	Brazil
urn:lsid:nmbe.ch:spidersp:036557	text	Chile
urn:lsid:nmbe.ch:spidersp:003619	text	Mexico
urn:lsid:nmbe.ch:spidersp:050781	text	Brazil
urn:lsid:nmbe.ch:spidersp:001624	text	Costa Rica
urn:lsid:nmbe.ch:spidersp:022144	text	USA
urn:lsid:nmbe.ch:spidersp:009214	text	USA
urn:lsid:nmbe.ch:spidersp:020179	text	India
urn:lsid:nmbe.ch:spidersp:025681	text	Yemen (Socotra)
urn:lsid:nmbe.ch:spidersp:043457	text	China
urn:lsid:nmbe.ch:spidersp:015237	text	Mexico
urn:lsid:nmbe.ch:spidersp:024993	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:044392	text	Fiji
urn:lsid:nmbe.ch:spidersp:026107	text	Bulgaria, Greece
urn:lsid:nmbe.ch:spidersp:038119	text	Nepal
urn:lsid:nmbe.ch:spidersp:045429	text	Congo, Rwanda, Burundi
urn:lsid:nmbe.ch:spidersp:013249	text	Canada, Europe, Caucasus, Russia (Europe to Far East), Korea
urn:lsid:nmbe.ch:spidersp:047414	text	Korea
urn:lsid:nmbe.ch:spidersp:011274	text	Kazakhstan, Turkmenistan, Mongolia
urn:lsid:nmbe.ch:spidersp:006948	text	Chile
urn:lsid:nmbe.ch:spidersp:032514	text	Argentina
urn:lsid:nmbe.ch:spidersp:019644	text	Chile
urn:lsid:nmbe.ch:spidersp:030529	text	Mauritius, Réunion
urn:lsid:nmbe.ch:spidersp:004975	text	Sierra Leone
urn:lsid:nmbe.ch:spidersp:053007	text	Pakistan
urn:lsid:nmbe.ch:spidersp:005667	text	Bhutan
urn:lsid:nmbe.ch:spidersp:018956	text	Tanzania
urn:lsid:nmbe.ch:spidersp:034839	text	Indonesia (Java, Flores)
urn:lsid:nmbe.ch:spidersp:000465	text	Venezuela
urn:lsid:nmbe.ch:spidersp:029708	text	Namibia
urn:lsid:nmbe.ch:spidersp:002458	text	Mexico
urn:lsid:nmbe.ch:spidersp:036804	text	Bhutan
urn:lsid:nmbe.ch:spidersp:042616	text	Japan
urn:lsid:nmbe.ch:spidersp:014076	text	Ivory Coast
urn:lsid:nmbe.ch:spidersp:021338	text	USA
urn:lsid:nmbe.ch:spidersp:043904	text	USA, Caribbean
urn:lsid:nmbe.ch:spidersp:041939	text	Italy, Caucasus (Russia, Georgia), Iran
urn:lsid:nmbe.ch:spidersp:008055	text	Europe, Turkey, Russia (Europe to Far East), Caucasus, Central Asia, China, Korea, Japan. Introduced to North and South America, Macaronesia, Africa, New Zealand, Hawaii
urn:lsid:nmbe.ch:spidersp:013619	text	Brazil
urn:lsid:nmbe.ch:spidersp:045079	text	Brazil
urn:lsid:nmbe.ch:spidersp:038549	text	Indonesia (Sumatra)
urn:lsid:nmbe.ch:spidersp:040781	text	Brazil
urn:lsid:nmbe.ch:spidersp:011624	text	Europe
urn:lsid:nmbe.ch:spidersp:047044	text	Vietnam
urn:lsid:nmbe.ch:spidersp:021292	text	France (Corsica), Italy (Sardinia)
urn:lsid:nmbe.ch:spidersp:010936	text	USA
urn:lsid:nmbe.ch:spidersp:041893	text	Vietnam
urn:lsid:nmbe.ch:spidersp:026557	text	Algeria
urn:lsid:nmbe.ch:spidersp:005237	text	Borneo
urn:lsid:nmbe.ch:spidersp:053457	text	Australia (New South Wales)
urn:lsid:nmbe.ch:spidersp:034993	text	Indonesia (Sumatra)
urn:lsid:nmbe.ch:spidersp:019214	text	West, Central Africa
urn:lsid:nmbe.ch:spidersp:032144	text	Central America
urn:lsid:nmbe.ch:spidersp:030179	text	St. Helena
urn:lsid:nmbe.ch:spidersp:037346	text	Thailand
urn:lsid:nmbe.ch:spidersp:030483	text	Nepal
urn:lsid:nmbe.ch:spidersp:049959	text	China
urn:lsid:nmbe.ch:spidersp:000035	text	Thailand
urn:lsid:nmbe.ch:spidersp:002008	text	Cameroon
urn:lsid:nmbe.ch:spidersp:029358	text	DR Congo
urn:lsid:nmbe.ch:spidersp:051190	text	Taiwan
urn:lsid:nmbe.ch:spidersp:021768	text	New Zealand
urn:lsid:nmbe.ch:spidersp:024090	text	USA, Mexico
urn:lsid:nmbe.ch:spidersp:023755	text	Brazil
urn:lsid:nmbe.ch:spidersp:045583	text	Ecuador
urn:lsid:nmbe.ch:spidersp:022847	text	China
urn:lsid:nmbe.ch:spidersp:014426	text	West, Central, East Africa
urn:lsid:nmbe.ch:spidersp:042246	text	USA
urn:lsid:nmbe.ch:spidersp:003875	text	Cameroon
urn:lsid:nmbe.ch:spidersp:019081	text	North America, Europe, Caucasus, Russia (Europe to Middle Siberia)
urn:lsid:nmbe.ch:spidersp:037429	text	Japan (Ryukyu Is.)
urn:lsid:nmbe.ch:spidersp:048124	text	Tanzania
urn:lsid:nmbe.ch:spidersp:035414	text	Brazil
urn:lsid:nmbe.ch:spidersp:001848	text	South Africa
urn:lsid:nmbe.ch:spidersp:029437	text	Australia (South Australia)
urn:lsid:nmbe.ch:spidersp:002767	text	Argentina
urn:lsid:nmbe.ch:spidersp:021007	text	USA
urn:lsid:nmbe.ch:spidersp:016374	text	Costa Rica, Venezuela
urn:lsid:nmbe.ch:spidersp:040514	text	Namibia
urn:lsid:nmbe.ch:spidersp:014349	text	Chile
urn:lsid:nmbe.ch:spidersp:042529	text	Brazil
urn:lsid:nmbe.ch:spidersp:038226	text	Malaysia (Borneo)
urn:lsid:nmbe.ch:spidersp:009982	text	Russia (Middle Siberia to Far East)
urn:lsid:nmbe.ch:spidersp:013176	text	Greece, Turkey
